jml_lantai,harga,ruangan,luas (m2)
2,358000,2,34
1,399000,2,35.6
9,445000,2,38
4,569000,3,56
8,430000,2,46.4
4,278000,2,30
0,627000,3,57
2,449000,3,47.5
7,415000,2,41.43
9,480000,2,50.7
10,499000,3,48.84
8,527000,3,48
4,575000,3,64
0,429000,3,51.64
8,354000,2,38
3,950000,4,90
10,630000,2,45
2,419000,2,47
3,390000,2,42
3,349900,2,47
10,580000,3,58.76
10,335000,1,31.6
0,320000,3,43
2,529000,3,84
0,589000,3,70
5,450000,2,47
8,527000,3,48
3,349000,2,46.4
2,595000,4,71
10,505000,3,51
0,499000,3,56.2
5,449000,2,37
4,569000,3,56.2
1,479000,3,56.8
5,365000,2,36
8,527000,3,48
3,560000,2,48
2,640000,3,48
8,615000,3,56
3,385000,2,37
8,783900,4,67
7,537000,3,54.5
4,385000,2,44.31
2,462000,3,48
8,527000,3,48
4,390000,4,65.1
4,640000,3,51.27
0,369900,2,34.1
5,435000,3,46.4
2,345000,2,35
5,569999,3,52.26
1,510000,3,48.4
0,599000,3,71
3,699000,4,66.5
4,439000,3,58
2,319000,3,47.7
8,379000,2,38
0,195000,1,30
4,350000,2,36.74
8,425000,2,46.4
3,629000,4,63.7
5,549999,3,52
4,470400,2,42.5
6,585000,2,43
4,365000,2,49.39
8,399000,2,38
2,670000,3,45
6,400000,3,58.1
5,549999,3,54
7,899000,4,70.2
1,399000,2,50.5
3,449000,2,39
2,299000,2,37.69
3,499000,3,58.3
10,455000,3,45
2,335000,1,38
10,520000,3,64
3,547000,3,58.6
1,1150000,2,55.11
2,740000,3,63
9,410000,1,32
4,440000,3,53
2,589000,3,62
5,349000,2,38
3,309900,2,41.3
1,625000,2,50
5,510000,3,61
7,570000,3,64.8
5,539000,2,46.63
2,740000,3,68
4,549000,3,59.64
1,719000,3,65
0,499000,3,56
10,550000,3,48
2,387500,2,31
7,589000,3,58.4
2,590000,3,61
10,490000,3,59.5
3,648000,3,61.5
3,648000,3,61.7
0,480250,3,56.5
4,480000,3,53.6
1,375000,3,47
10,447300,2,46.25
0,450000,2,48.9
5,439000,2,48
6,530000,3,64
5,539000,2,46.63
4,370000,3,53.16
8,325000,2,36.9
10,487000,2,29
1,560000,4,70.2
3,330000,2,29.97
3,648000,3,61.7
0,550000,2,42.4
4,597465,4,56.1
2,740000,3,62.73
9,580000,2,41.3
4,550000,3,59.7
10,585000,3,63.2
7,500000,2,37
2,740000,3,63
2,595000,4,64
7,570000,3,54
2,550000,3,56
5,439000,2,48
9,450000,3,56
4,395000,3,53.5
5,539000,2,46.63
2,460000,3,53
10,398000,3,49.7
4,370000,3,53.16
4,440000,3,53
2,590000,3,62
3,494900,3,47.4
3,409000,2,36
2,279000,2,29
10,585000,3,62
1,520000,3,52
5,399000,2,38
4,950000,5,92
3,509000,3,53.5
1,560000,4,72
5,510000,3,61.4
10,529000,3,50
9,470000,3,50.7
8,445000,2,41.5
6,530000,3,64
3,648000,3,61
7,579000,3,55
2,785000,7,86
0,739000,4,81.9
1,340000,3,53.3
2,349000,3,47.2
3,899000,3,69.22
4,370000,3,53
3,499000,3,53.5
4,379000,3,57
2,575000,3,60.5
3,355000,3,56.2
6,389000,3,48.1
3,320000,1,23.5
9,385000,2,37
2,590000,3,62
2,435900,3,45.9
4,515000,3,54
0,499000,3,56.2
8,539000,3,54.9
4,370000,3,53
4,315000,1,25
0,440000,2,50.8
0,450000,2,50.8
2,579000,3,61
3,648000,3,61.7
7,487000,2,38.8
0,200000,1,20
0,450000,2,42
9,438000,3,56
4,375000,3,47
2,740000,3,62.73
10,499000,3,56
2,481000,4,62.2
3,418000,3,59
0,640000,3,63.4
9,579000,3,55
4,370000,3,53
10,369000,2,31
9,438000,3,56
4,395000,3,62.9
1,460000,3,56.8
7,490000,2,46.3
4,529000,3,56.2
4,620000,5,52
9,410000,1,30
3,648000,3,61.7
4,570000,3,59.64
2,550000,3,54.5
2,499000,4,57
9,852500,3,65.59
3,499000,3,60.3
9,698000,3,55.8
8,380000,1,28
10,520000,3,54.74
10,477000,2,50.5
3,484000,2,50
5,330000,3,44.6
10,714000,4,63
5,378000,1,28.11
2,460000,3,54
1,560000,4,70.2
0,450000,3,48
4,529000,3,56
6,599000,3,64.5
6,439000,2,48
4,433750,3,48.2
2,1922000,4,99.9
8,335000,1,33
2,519000,2,41.24
5,529000,2,46.62
2,740000,3,63
10,477000,2,50.5
10,348900,2,48.4
3,435000,2,38
4,399000,4,65
2,349000,2,42.42
8,335000,2,35
0,459000,4,53.1
0,385000,2,52
2,360000,2,33.6
0,429000,3,48
3,452000,2,38.5
2,414000,3,63.3
2,490000,3,57
8,470000,3,78
3,435000,2,38.51
5,500000,2,52
3,415800,2,37.81
3,452000,2,38.5
1,489000,4,63.5
1,512000,3,57
4,585000,4,73
2,575000,3,60.9
5,630000,3,58
10,381600,3,53
1,520000,3,76.9
8,393000,1,27.12
8,495000,4,66
3,590000,3,64.8
1,489000,3,63.5
0,367000,1,27.25
1,520000,3,76.9
4,489000,3,55.7
2,604800,3,63
4,614900,2,47
3,452000,2,38.5
10,649000,3,58.03
4,439000,3,50
10,649000,3,58
2,660000,3,62.8
8,595000,3,65.26
5,815000,3,70.7
5,610000,3,64.5
10,649000,3,68
1,668000,3,58
8,595000,3,65.3
10,599000,3,60
5,610000,3,64.5
4,385000,3,56.2
4,465000,3,60
2,630000,4,52.9
10,328000,2,46.8
1,459900,3,48
10,534000,3,54.5
10,580000,3,60.9
0,409000,3,46.9
3,625000,3,61.5
3,579000,5,58.2
5,470000,2,52.49
8,595000,3,65.3
5,500000,2,52.49
2,659000,4,68.7
0,362100,2,37
2,890000,4,85
6,370000,2,48.4
2,740000,3,62.73
3,420000,3,56.1
3,549000,3,65
9,699000,3,59
10,358000,2,48.8
6,668000,3,60.8
7,470000,2,48
3,414999,3,60.62
9,649000,3,60.4
3,320000,1,29.1
4,349000,3,48.1
1,500000,3,59.5
8,399000,2,38
1,635000,3,64.5
3,750000,4,63.5
5,318000,2,37
2,620000,3,48
4,520000,2,53.2
8,419000,1,31
10,330000,2,36
5,335000,3,53
3,530000,3,53.5
5,680000,3,48
0,570000,3,60
6,395000,2,38
5,680000,3,48
3,425000,3,47.6
4,559000,3,54
6,475000,2,50.1
4,1390000,5,120
3,549000,4,53.31
3,660000,3,70
1,479000,3,56.8
0,409000,3,45
4,873000,4,83.5
2,890000,4,85
2,437000,2,38
4,389000,1,26.5
5,499000,2,47.5
0,510000,2,49.9
1,349000,1,34
9,410000,2,41
7,475000,3,50
9,324000,2,49.5
8,525000,4,67.44
1,635000,3,64.5
2,549000,4,80
3,595000,3,66.4
2,490000,3,56.2
2,518000,3,54
2,335000,3,47
3,614000,3,54.8
1,505000,2,51
3,648000,3,62
0,720000,4,78.9
4,365000,2,42
1,365000,3,47
4,280000,1,35.3
1,479000,3,57
10,460000,3,46
3,415000,3,56.62
1,490000,2,50.7
10,515000,3,54
10,295000,1,27.2
0,864000,4,71.3
0,475000,3,47
5,499000,2,47
2,425000,3,55.9
1,490000,2,51
4,445000,2,44
6,475000,3,64.1
1,420000,2,48
1,455000,2,53
4,479952,4,48
3,540000,3,61
0,519000,2,50.4
4,339000,2,50
0,590000,3,63.9
6,385000,2,42.5
1,500000,3,59
3,477000,6,73.8
9,438000,3,56
4,339000,2,37.88
1,490000,3,59.5
5,499000,2,48
3,600000,3,66.4
10,920000,4,110
9,460000,2,46
1,642000,3,64
3,890000,4,93
0,650000,4,85
5,489000,2,45
9,479000,2,50.1
10,365000,2,48.8
1,399999,3,67.67
8,510000,3,64.6
2,240000,1,27
5,550000,2,48
2,890000,4,85
2,425000,3,55.9
2,549000,3,59
6,530000,3,64
3,415000,3,61
6,529000,3,61
4,325000,2,42.5
1,398000,2,48.04
3,610000,3,67.8
2,419250,3,55.9
4,1350000,4,113
3,415000,3,60.62
6,498000,3,50
4,395000,3,48.2
3,435000,4,67.3
4,439000,3,59.5
3,517000,3,79
10,349000,2,35
7,300000,2,38.1
7,479000,2,50.1
10,344000,2,35.8
10,648950,3,68
4,540000,2,50
0,315000,1,28
10,349000,2,36
4,349000,3,48.1
2,362000,3,55.75
0,449900,3,49
0,530000,3,68.8
1,635000,3,64.5
6,395000,2,38
2,349000,2,35
2,468600,3,71
0,415000,2,34
8,470000,3,78
0,460000,4,67.8
9,649000,3,60.4
3,660000,3,70
0,439000,3,43
0,420000,3,58.5
2,440000,3,56
0,767000,3,64
0,487000,3,57
3,395000,2,48.2
8,399990,3,60.43
2,820000,7,86.2
2,465000,3,53.4
1,449000,2,46.4
3,295000,1,37.06
9,280000,2,42.5
5,544000,3,63
3,359000,3,53
8,552000,3,62
0,767000,3,64.4
2,400000,4,67
2,604800,3,63
9,329000,1,31
9,334000,1,31
8,399999,3,77.25
7,480000,2,48
2,739000,4,70
4,420000,3,62.9
10,450000,3,56.8
8,504000,2,42
2,380000,3,63
9,435000,3,39
0,599900,4,72.16
1,670000,3,60.5
8,320000,3,49
4,462000,3,46.5
6,534950,3,63
10,450000,3,56.8
3,595000,4,68
4,549000,3,63
10,649000,3,68.3
0,357000,2,38
6,330000,1,26.76
2,575000,3,61
4,585000,3,56
9,449000,2,47.8
9,435000,3,39
8,259000,2,31
10,519000,3,56.8
2,500000,2,47.2
10,420000,2,47.3
0,730000,4,84.9
0,389000,3,63.4
9,790000,4,80
7,550000,2,45
4,462000,3,46.5
1,479000,3,59
8,650000,3,57.1
5,615000,3,58
0,425000,1,32
4,1350000,4,113
10,629000,3,70.27
0,365000,2,38
1,420000,2,47.3
8,499000,2,42
2,630000,3,60
10,469000,3,77
4,499000,3,77.8
3,500000,4,71
2,540000,3,46.8
0,570000,3,68
2,525000,2,47.9
5,525000,3,52.8
8,369900,2,37
4,475000,3,47.5
10,710000,3,57
10,439000,3,57
10,390000,2,45
4,499000,3,77.8
7,434000,2,50
0,375000,2,39
2,957000,4,72.7
10,544000,3,63.72
3,459900,3,71
10,345000,2,35.8
0,357000,2,38
9,435000,3,39
3,310000,2,38
3,595000,4,68
10,539900,3,67.7
4,459000,3,60
0,355000,2,38.02
0,429000,1,32
4,320000,1,25
8,392000,2,28
10,325800,1,31
2,739000,4,70
4,449000,3,62
9,435000,3,39
0,450000,3,55
9,460000,2,45.8
10,286000,1,32
9,655000,3,60.4
0,333000,1,27
6,480000,3,60.6
10,348900,2,46.65
1,570000,3,60.4
9,389000,1,17.1
9,790000,3,80
4,475000,3,46.5
4,385000,2,44
4,587000,4,57
4,350000,2,38
4,594000,4,74
0,730000,4,84.9
10,519000,3,56
4,405000,3,47.6
0,450000,3,52
3,499000,3,71.24
4,499000,3,80
1,450000,2,52
6,449000,3,59.5
10,450000,3,57
3,300000,2,38
9,389000,1,17.1
6,465000,4,63
4,499000,3,56.3
7,312000,2,34
0,430000,3,48
3,389000,3,52.8
4,462000,3,47
4,475000,3,46.5
7,435000,2,46
2,398000,3,46.6
0,352000,2,45.5
7,649000,3,55.9
8,504000,2,42
4,405000,2,48.2
2,349000,2,37.06
4,439000,3,48.2
6,430000,2,28
1,350000,2,33.18
2,510000,3,52.83
9,565000,3,65
4,479000,3,67.3
8,393000,2,31
0,455000,4,65
7,330000,2,36
1,580000,4,60
0,510000,2,44
1,899000,3,82
6,549000,3,63.67
9,600000,4,70.5
0,575000,3,67.6
0,442000,3,48
10,650000,3,60
4,540000,5,67
3,449000,3,53
4,400000,3,53
2,669000,3,65
10,240000,1,24
0,455000,4,64.9
8,530000,3,46
1,550000,2,47
4,260000,2,37
8,434000,3,44
0,330000,1,31
0,399000,3,65.9
5,520000,2,49.7
10,315000,2,42
7,560000,2,48.97
1,499000,2,45
2,575000,4,64
10,435000,3,57
0,670000,3,61
3,449000,3,53
1,680000,4,58
8,800000,5,67
5,580000,2,45
8,629000,3,61.5
1,479000,3,59.5
10,370000,2,47
7,499000,4,70.4
1,209000,1,20.24
2,520000,3,60
8,495000,3,46.2
1,468000,3,53
3,320000,2,38
8,388000,3,57
0,349000,3,48
2,515000,3,53
1,468000,3,52.5
6,470000,2,48
8,388000,3,57
1,468000,3,52.5
6,235000,1,30.8
8,615000,3,56.2
1,254000,1,32
8,300000,1,33
3,365000,2,38.88
5,585000,2,43
5,449000,3,52.5
4,440000,3,65
3,537000,4,57.5
4,292000,2,35
0,320000,1,26
9,599000,4,92.5
0,520000,3,59.95
1,675000,3,60
0,349000,2,37.85
3,360000,2,34
10,435000,3,58.51
2,280000,2,36.02
0,440000,3,57
3,359000,3,42
1,445000,3,50
1,455000,3,51
1,536900,2,46.8
1,650000,3,62
1,445000,4,59
7,416000,3,57.57
0,549000,4,80.6
5,299000,2,41.26
10,287000,1,37
2,520000,3,60
8,242000,1,25
0,610000,3,66
3,359000,2,37.4
3,545000,3,50
7,630000,3,63.6
4,455000,4,65
3,440000,3,48.78
3,360000,2,38
10,290000,1,37
1,370000,2,49.92
6,349000,1,30.96
10,370000,2,47
4,480000,3,48.4
1,445000,3,62
0,518000,3,57
3,285000,2,36
10,269000,2,33.5
2,515000,4,74.2
1,399000,2,45.5
7,520000,2,44
1,634000,4,79
1,510000,4,51
4,597000,4,69.5
5,549000,2,51
8,800000,5,67
2,476000,2,50.1
10,530000,3,61.8
4,570000,4,78
0,530000,3,50
0,320000,2,43
8,755000,4,76.5
3,379000,2,26.7
0,649000,4,58
1,468000,3,52.5
9,648700,3,60
0,420000,2,38
3,845000,4,65
2,399000,1,40
1,520000,3,82.4
1,683000,3,59.4
0,437000,3,51
1,399000,2,45.5
5,665000,4,58
0,380000,1,28
9,235000,1,25
8,475000,3,44
8,419900,2,39
1,399000,3,64
5,467000,3,51
0,375000,2,42
2,438000,2,49.3
3,499900,3,50
7,549000,3,61.14
0,409000,3,47.2
3,247000,1,25.5
1,399000,2,45
5,509900,3,53
10,539000,3,60.2
3,247000,1,26
7,575000,2,48.97
5,595000,3,58
7,330000,2,48.8
0,470000,3,62.5
3,595000,3,60
2,419000,3,63.3
4,250000,1,27.86
1,598000,5,72.6
3,465000,2,48.5
1,350000,2,33.18
4,289000,1,29.34
4,472900,3,46
3,499000,3,58
4,620000,5,85.2
8,419900,2,38.7
0,2800000,6,260
0,425500,2,37
4,450000,3,62
1,399000,2,45.5
5,284000,2,37.5
10,375000,2,47.34
3,595000,3,55
10,495000,3,53
4,597000,4,69
4,672000,3,67.27
0,584150,3,49.5
3,367000,3,48
3,450000,2,38
1,385000,2,45.5
0,567000,3,68.9
2,510000,3,53
3,950000,3,90
1,289000,2,36
7,499000,4,70.4
3,649000,3,75.3
10,425000,3,50
2,595000,4,64
5,480000,3,44.65
1,385000,2,34.1
3,247000,1,26
5,766000,4,72.64
1,319000,2,46.9
3,537000,4,57.5
8,290000,1,28
1,470000,4,64.9
0,480000,4,65
4,535000,5,67
6,528000,3,64
6,289000,1,34
10,495000,4,53
0,469000,3,48.34
8,300000,1,33.2
10,440000,3,58.51
10,269000,2,33.5
7,519000,4,73.6
1,438000,3,63
5,599999,3,67.16
1,535000,4,61.7
4,470000,4,74
3,430000,2,37
4,655400,3,45
1,399000,2,45.5
5,510000,3,56
5,479000,2,51
3,798000,3,58
1,375000,2,41.1
1,468000,3,52.5
4,519000,4,70.5
0,599000,2,50
1,299000,1,32.19
1,349000,2,36
0,409999,2,29
7,499000,4,70.4
0,510000,3,59
4,440000,3,53
7,380070,1,30.9
0,409000,3,46.9
1,609000,3,64
5,510000,3,61
6,539000,3,46.5
3,510000,4,62
10,450000,3,57
4,412000,2,52.2
9,554000,3,63.3
1,468000,3,52.5
7,365000,1,31
2,360000,3,48
4,450000,3,61.67
3,439000,3,47.5
4,449000,4,74.1
7,390000,1,33
0,472000,3,60
2,419000,3,63.3
0,419000,3,44
4,459000,3,57
0,670000,3,61
1,420000,2,38.2
4,245000,1,25
2,505000,3,53
5,549000,2,51.9
10,329000,5,53.5
1,430000,2,52.7
0,455000,4,64.9
7,575000,2,49
4,665000,3,67
7,575000,2,49
7,449000,2,32
0,260000,1,24
1,468000,3,52.5
4,405000,2,47
8,415000,2,54
1,385000,2,45.5
7,490000,4,67
1,399000,2,45.5
7,575000,2,49
4,660000,3,63.2
8,595000,3,77.9
4,450000,3,61.67
10,349000,1,26.9
3,350000,2,32
0,730000,4,84.9
7,490000,4,66.92
3,660000,3,68.8
8,560000,3,60.1
0,339000,2,39
9,555000,3,65
4,329900,2,33
1,549900,3,55.78
0,279900,2,38
10,920000,4,111.3
1,450000,3,51.17
5,519000,3,58.8
10,291000,1,37
5,549500,3,69
1,899000,3,74
8,388000,3,57
2,370000,2,39.2
0,680000,4,73.5
1,460000,2,46.13
10,240000,1,30
2,699000,4,73.7
3,365000,3,55
3,247000,1,26
0,670000,3,61
4,420000,2,46
4,430000,2,52.6
10,920000,3,111.39
2,569000,3,54
0,579000,3,68.9
3,350000,3,44.5
1,669000,3,67
9,490000,3,54.9
0,389000,2,49
5,585000,2,53
5,489000,3,46.8
3,426000,4,62
0,649000,4,74
10,469000,3,55.2
2,305000,1,35
4,416000,2,52.6
3,740000,4,81.9
3,669000,4,68.1
9,320000,1,26
8,615000,3,56.2
9,559000,3,63.3
8,413000,3,62.7
3,479000,2,48
1,1600000,5,124
4,360000,1,31.2
6,693600,6,68
4,749000,5,58
1,490000,3,60
3,404000,3,69.2
4,460000,3,50
0,275000,1,29
10,379000,2,38
1,410000,2,31.24
4,250000,1,28
1,550000,3,62
1,579000,3,61
10,269000,1,32
9,356000,2,35.6
7,499000,4,70
1,399000,2,45.5
3,359000,3,43
2,510000,3,59
4,350000,2,35
8,470000,3,56.2
6,453000,2,43
4,255000,1,28
2,520000,3,67
8,293000,2,38.2
8,404000,1,31.3
2,510000,3,53
9,547900,5,72
4,359000,2,42.98
2,589999,3,50
8,315400,1,33.2
9,438000,3,56
7,660000,3,51
2,520000,5,60
7,539000,2,49
10,720000,4,61.6
4,270000,1,30
4,384900,4,65
10,275000,2,38
9,489000,3,61.5
3,389000,1,31
0,442000,3,48.5
1,559000,3,66
9,600000,4,71
3,538900,3,63
7,520000,3,56.8
4,495000,3,58.2
10,340000,2,48
8,629000,3,61.5
3,636300,3,63
1,468000,3,52.5
4,269000,2,37.3
3,590000,3,60.6
4,360000,1,31.2
7,430000,2,54
4,505000,2,49.5
9,450000,2,51
10,460000,2,46
8,820000,3,67.9
8,293000,2,38
8,540000,2,45.8
0,730000,4,85
10,440000,3,57
0,679000,3,66
2,630000,3,60
3,529000,4,47.04
7,499000,4,70.4
2,305000,1,32.63
5,549000,2,51.9
3,350000,3,44.5
8,629000,3,61.14
5,518000,3,50
3,465000,2,41.9
1,455000,2,53
3,477000,3,64.9
6,260000,2,38
4,491000,4,48
1,450000,2,46
4,300000,1,34.5
1,239000,1,24
8,439000,3,44
9,464000,3,66.9
10,419000,4,68.2
9,1859000,3,59
3,499000,3,58
0,295000,3,53.46
9,242000,1,27
1,468000,3,52
5,285000,2,37.2
2,435000,2,38
3,247000,1,25.37
1,299000,1,26
8,509000,2,50.1
6,339000,2,34.5
1,299000,1,25.6
1,480000,2,46
4,250000,1,26
5,405000,2,35
0,442000,3,48.5
5,289000,2,38
4,360000,3,61
0,275000,2,38
4,500000,3,60.4
1,420000,3,57.59
9,625000,4,66
2,419000,3,63.3
0,510000,3,59
1,382000,2,38
3,469000,3,59.5
0,409000,2,36.5
5,568000,3,52
0,350000,1,40
0,458000,1,40
3,320000,2,30
3,530000,3,70.4
5,600000,3,67.16
9,329000,3,54.71
3,375000,2,43
3,1050000,10,220
1,415000,2,36.71
4,420000,3,65
10,585000,3,63
3,454999,3,45.63
10,507000,3,53
8,379900,1,28
10,480000,2,46
1,369000,3,47
6,571000,3,51.98
10,495000,3,53
0,320000,2,37
2,339000,2,34.5
2,465000,3,79.4
1,320000,2,42.9
5,760000,4,73
0,480000,4,65
3,510000,4,62
7,499000,4,70.4
10,299000,1,37
3,269000,1,35.36
2,435000,3,59
0,285000,2,38
3,443000,3,64.8
9,299000,1,24
1,480000,2,40.4
2,515000,3,53
10,293000,1,37
0,249000,2,38
4,450000,3,61.67
1,385000,2,34.1
1,490000,3,59
7,425000,4,49
10,470000,2,38.2
10,250000,1,24
3,559000,3,59.34
2,390000,2,52
1,399000,3,55.9
1,519000,2,46
10,349000,2,35.8
3,460000,3,73
3,670000,4,68.1
5,430000,2,50
9,499900,3,46.45
3,263000,2,28
4,365000,3,53
1,249000,1,26.62
10,286000,1,37
7,538000,3,49
9,299000,1,23.96
0,320000,2,42
6,449000,3,84.7
3,535000,3,56
4,330000,2,38
7,499000,4,70
6,710000,3,67.4
3,450000,3,63.6
4,439000,2,49.7
5,600000,3,67.17
10,289000,2,31
2,310000,2,35.2
6,479000,4,45
0,540000,3,72
4,560000,3,65
10,619000,3,62
7,498997,4,70.4
2,480000,4,64.9
7,365000,1,31
6,532000,3,62
0,409000,2,36.5
4,329000,2,33
7,499000,4,70.4
6,453000,2,43
5,575000,2,53.1
4,329999,2,32.9
8,499000,3,70
1,455000,1,30
0,260000,1,23.75
4,450000,3,52.8
9,555000,3,65.1
0,315000,2,37
4,409900,3,62.9
0,510000,2,44
2,288000,1,18.5
2,668000,4,65.39
1,249000,1,26.62
3,410000,3,58
7,370000,2,30.3
3,610000,3,52.9
0,510000,3,59
0,430000,3,46.9
8,369900,1,28
5,349000,2,44.6
9,640000,5,65.2
2,475000,2,50.5
3,420000,2,34
4,1794415,2,76.15
4,460000,3,56
9,625000,4,66
3,408000,3,69.2
3,454999,3,45.63
2,345000,2,37
4,310000,2,55.86
5,318000,2,37
2,650000,3,61
9,356000,2,35.6
3,396000,4,62
6,449000,3,63.4
2,1300000,5,118
5,750000,4,73
2,195000,1,19.24
4,415000,3,50
4,269000,2,37
4,539900,4,70.5
4,505000,2,49.5
2,510000,3,53
1,479000,3,61.7
6,350000,2,38
4,510000,1,25
3,399999,4,62.3
4,379000,3,59.7
3,329000,2,35
4,469000,4,80.6
1,630000,3,64
7,359000,2,37
9,438000,3,56
0,442000,3,48.5
1,595000,3,66.2
3,359000,4,64.9
5,1200000,4,96.27
10,250000,1,32
4,439000,3,49
1,595000,4,60
3,454999,3,46
4,529000,4,73.1
4,539999,3,58
8,560000,3,60
10,450000,3,57
6,469000,2,41
10,400000,3,69.7
4,450000,3,61.67
7,499000,4,70.5
10,395000,3,57
4,339000,3,53
8,300000,1,33.2
3,610000,3,52.9
10,435000,2,37
3,384000,2,48
3,537000,4,57.5
7,430000,2,54
10,339000,1,27.6
3,259000,1,32
0,442000,3,48.5
10,399000,2,48
7,397000,1,33
9,547900,5,72
9,510000,3,59
3,396000,3,62
2,399000,2,46
0,499000,3,56.2
3,389000,2,42
4,1465000,3,68.4
10,355000,2,51.38
0,305000,2,38.1
7,499000,4,70.4
5,549000,2,51.9
10,259000,1,32
7,475000,4,56.4
8,315000,1,17
8,388000,3,57
5,284000,2,37
3,569000,4,64
10,430000,2,43.8
5,626943,3,57
1,405000,3,79.2
3,550000,3,73.6
7,660000,3,67
3,599000,2,49.5
9,830000,4,74
9,450000,2,47.8
4,499000,4,70.5
1,480000,2,46
6,429000,3,63.4
9,560000,3,65
4,595000,3,60
9,564000,2,40
6,499000,2,45.6
0,530000,2,44
3,700000,4,71.9
10,560000,3,60.1
8,469000,3,52.16
0,578000,3,68.49
2,512500,3,50
2,809900,4,73.7
9,649000,3,60
3,650000,3,67.32
0,414000,2,46
9,449000,2,51.64
6,424000,3,51
0,600000,5,65
3,329000,3,47.3
10,440000,2,46
4,470400,2,42
3,700000,4,72
5,500000,3,56.2
1,589000,3,63
10,650000,3,68
4,470400,2,42
3,700000,4,71.9
3,598900,3,66
6,549876,3,56.8
4,579000,3,63
5,626943,3,57
4,470400,2,42.5
1,470000,1,47
5,369000,1,31
6,554000,2,42
10,379000,2,38
10,460000,4,76.6
3,615000,4,63.4
7,539000,2,49
7,525000,3,59.3
10,385000,2,48
4,437000,3,53
10,330000,2,36.33
2,349000,2,36
1,510000,3,59.13
2,690000,3,68
5,439999,2,53
7,346000,2,33.4
2,659500,4,91.61
3,510000,3,62
2,600000,3,60.2
10,549000,3,60.4
3,510000,3,62.5
7,568000,3,65.3
9,450000,3,60.3
10,293000,1,37
0,465000,3,52
5,549500,3,63.3
7,539000,2,49
5,515000,2,47
1,430000,2,53
7,539000,2,49
9,489000,2,47.2
7,346000,2,33.4
5,690000,3,70
2,659500,4,91.61
6,350000,1,33.1
6,399000,3,69.1
1,660000,4,87
2,419000,3,63.3
3,615000,3,63.4
7,342000,2,34
6,350000,1,33
6,320000,1,36
1,470000,2,47
5,549500,3,63
1,519000,2,46
2,470000,2,50.1
4,450000,3,59
7,425000,3,62.7
5,690000,3,70.2
6,350000,1,33.1
5,599000,3,62
1,438000,2,52
7,850000,4,77
6,699000,3,70
5,599000,3,62.3
7,535000,2,47
7,535000,2,48.5
10,749000,5,84
3,510000,3,62.5
5,345000,2,34
3,259000,1,32
4,480000,3,51
3,510000,3,62.4
2,1250000,4,109.5
0,740000,3,56.2
3,510000,3,62.4
3,499000,3,61.8
0,598000,3,62
5,529000,2,47
10,390000,3,45.5
2,196000,1,22.24
1,375000,3,53
3,500000,3,62
0,480000,3,52
3,440000,2,45
3,500000,3,62
2,309000,2,37.1
0,399000,2,37
7,290000,1,31
1,469000,2,46
3,489800,3,62
0,439000,3,57
0,740000,3,56
0,610000,3,72
3,494800,2,62
1,480000,2,46
4,620000,4,75
1,581000,3,73
1,800000,5,88.6
2,329000,2,48.8
0,399000,2,37
3,448000,4,73.5
3,499000,3,62
3,345000,2,50
9,469000,4,56.4
2,458000,2,46.8
10,450000,2,45
1,581000,3,73
0,728000,3,56
8,399000,2,28
0,340000,1,23
3,617400,3,63
5,415000,3,64
8,575000,3,52
3,489800,3,62
4,305000,1,37
4,529000,4,73.1
1,355000,2,38
5,590000,3,58
0,340000,1,23.5
1,480000,2,46
0,450000,3,62.4
5,415000,3,64
8,429000,2,50.7
0,570000,3,67.6
9,435000,3,46
1,1099000,4,112
0,429000,3,63
3,615000,4,63.35
9,435000,3,46.6
7,499000,3,60
3,489800,3,62
5,549500,3,70
6,319000,1,36
1,340000,1,23.2
1,389000,2,41.43
3,615000,4,63.4
10,440000,2,50.41
2,419000,3,63.3
0,433000,1,40
0,340000,1,23.2
2,419000,3,63.3
1,1045000,4,200
8,540000,3,60
2,465000,3,62
8,550000,3,52
2,415000,4,88
2,465000,3,62
10,380000,2,47.5
8,449000,2,53.7
0,549000,3,67.1
1,499000,2,41.7
10,515000,2,43.8
10,355000,2,48.8
3,435000,4,65
1,617000,3,61.8
4,520000,5,60
2,476000,2,50
4,699000,4,86
4,347000,2,50
1,595000,3,59.04
1,550000,2,60
1,593000,3,63
4,554625,3,65
7,520000,3,63.2
4,554625,3,65
3,450000,3,62.28
10,565000,3,59.7
4,691000,3,62.9
0,820000,3,67
4,699000,4,85.8
5,440000,2,50.5
10,565000,3,59.7
1,437000,3,63.9
7,499000,4,70
0,632500,2,50.4
2,530000,3,63
10,799000,3,71.6
8,668000,4,78.6
5,440000,2,50.5
3,570000,3,58.84
10,690000,3,72
0,820000,3,67
2,465000,3,62
0,399000,2,33
10,380000,2,47.5
4,518000,3,60
1,460000,3,60.7
9,255000,1,32
2,465000,3,62
10,380000,3,47.5
4,250000,1,28
8,540000,3,60
7,480000,3,48.3
2,476000,2,50.1
2,278000,1,25.78
4,495000,3,57
3,445000,1,44.33
1,265000,1,36
3,545000,2,47
0,820000,3,67
4,445000,2,51.87
0,479000,3,50.5
4,860000,3,84.5
4,699000,4,86
10,890000,4,77.33
0,580000,3,68.9
4,429000,2,39
2,345000,2,47
3,629000,4,72.6
2,509000,3,59.77
8,385000,4,56
10,280000,1,32
4,385000,2,44.31
3,599999,3,60.6
3,240000,1,25.4
6,528000,3,63.5
